Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
0,0.2899804833486893,0.30380041166731697,0.0485293244440369,0,0,1.0,0.6388888888888888,1,0,0.9377914999999999,1,0.41950133333333334,0.0,2,3,0
0,0.27540100173129045,0.17533016485869757,0.02426466222201845,0,1,1.0,0.0,1,0,0.19376550000000003,0,0.0,0.2330845,2,3,0
0,0.2511391514949842,0.17658466347475343,0.02426466222201845,0,1,0.859485,0.0,1,0,0.082322,0,0.41189166666666666,0.465463,2,3,0
0,0.27159212490405693,0.14155458746971616,0.02426466222201845,0,1,1.0,0.0,1,0,0.4243515,0,0.0,0.3722775,2,3,0
1,0.20091132119598742,0.5350116979998343,0.10298327058061663,1,1,0.06692200000000004,0.6388888888888888,2,0,0.162663,0,0.075995,0.8541545,2,3,0
1,0.22225518563107338,0.6060526761571756,0.1223094674238987,1,1,0.5,0.791718864829071,2,0,0.639289,0,0.6129603333333333,1.0,2,3,0
1,0.20091132119598742,0.5026983705900783,0.09024599717575027,1,1,0.378733,0.6388888888888888,2,0,0.0767795,0,0.277992,0.8080225,2,3,0
1,0.30035288190024445,0.6059947454885997,0.1293902921831,1,1,0.5,1.0,2,0,0.9883360000000001,0,0.64969,1.0,3,3,0
0,0.39171961569431335,0.4434832392592547,0.08881649313026446,1,1,0.9896915,0.6388888888888888,1,0,0.9879435000000001,0,0.31503099999999995,0.6208775,3,3,0
0,0.4123557197726563,0.2873500994010372,0.040847544883803655,0,0,1.0,0.6326544909517673,1,0,0.8513915000000001,0,0.6557446666666666,0.0,3,3,0
0,0.4529768245651761,0.2692477642757152,0.043487426898468906,0,0,0.602457,0.0,1,0,0.560146,0,0.33191166666666666,0.0,3,3,0
0,0.27007489283421515,0.30016875803038934,0.0485293244440369,0,0,1.0,0.6388888888888888,1,0,0.9747094999999999,1,0.43189900000000003,0.0,2,3,0
0,0.3501597527535053,0.19838457334262394,0.02068536572120705,0,1,0.9636089999999999,0.0,1,0,0.0,0,0.0,0.138296,2,3,0
0,0.31870366992781307,0.1685682575094134,0.023983596551280073,0,1,0.9442649999999999,0.0,1,0,0.0,0,0.0,0.098112,2,3,0
0,0.3274812344117143,0.5504372367150996,0.08747895215460011,1,0,0.9452674999999999,1.0,1,0,0.054557500000000037,0,0.5163176666666667,0.277734,3,3,0
1,0.3217627959321735,0.8368604454189223,0.19573272575179912,1,1,1.0,1.0,2,0,0.9128145000000001,0,0.5665306666666666,0.035514,2,0,0
0,0.3756286279797266,0.47330554792024904,0.0991297106027097,1,1,1.0,0.8041555246314727,1,0,0.45518899999999995,0,0.16020466666666666,0.3125395,3,3,0
0,0.21962435233567257,0.2793237053893902,0.009728293524921272,0,1,0.5,0.0,2,0,0.0,0,0.042475,0.839721,2,3,0
0,0.2979347634661599,0.4059321803665372,0.08109423202522414,0,0,0.7650330000000001,0.6388888888888888,2,0,0.48261849999999995,0,0.6666666666666666,0.5,2,3,0
0,0.4519856285620557,0.5795224275586981,0.11855123521564137,1,1,0.620803,0.6388888888888888,1,0,0.42331300000000005,0,0.8200793333333333,0.407259,3,3,0
0,0.2012499572278632,0.49940231530903834,0.08897042814740097,0,1,0.001782999999999979,0.8576510661646828,1,0,0.007317000000000018,0,0.2612253333333333,0.5,2,3,0
0,1.0,0.47771027634127483,0.08897042814740097,1,1,0.8263895000000001,1.0,1,0,0.30057,0,0.05823066666666666,0.048491,3,3,0
1,0.1254177872443285,0.48183533946572776,0.08897042814740097,0,1,0.5,0.0,2,0,0.9877640000000001,0,0.182997,0.184567,2,3,0
1,0.20091132119598742,0.676108832948727,0.10152815922826586,0,1,0.9489494999999999,0.6388888888888888,2,0,0.4177725,0,0.38750633333333334,0.5,2,3,0
1,0.16962596276548148,0.7216123743104252,0.16039515992426778,1,1,0.7419895000000001,1.0,2,0,0.5,0,0.6666666666666666,0.4650255,3,0,0
0,0.13118690560464108,0.759227356699502,0.03667628768342385,0,1,0.9729835,0.6388888888888888,2,0,0.976596,0,0.943637,0.7333335,2,3,0
1,0.15472647964124775,0.6647164673318975,0.13773769186918694,1,1,0.5,1.0,2,0,0.642625,0,0.6666666666666666,0.5814005,3,0,0
0,0.45057653701084754,0.6026607356315963,0.13723813909158078,1,1,0.7394455,0.9802951707380312,1,0,0.5020629999999999,0,0.6666666666666666,0.163688,3,3,0
0,0.18909592730777258,0.6723153729616396,0.08897042814740097,0,1,0.8922319999999999,1.0,2,0,0.0,0,0.6666666666666666,0.5,2,3,0
0,0.26482990188307276,0.5267096339101367,0.08897042814740097,0,1,0.0027890000000000414,1.0,1,0,0.0,0,0.5613189999999999,0.352489,2,3,0
0,0.2511391514949842,0.18053393698421782,0.024315472424711326,0,0,0.9690155,0.36843629914385856,1,0,0.16690349999999998,1,0.6257896666666667,0.1854865,2,3,0
1,0.15405528514496214,0.8923999757090715,0.16900379296383694,1,1,0.9210510000000001,0.9526746760775775,2,0,0.5,0,0.8370523333333333,0.2801755,3,0,0
0,0.45205047269097165,0.5196360995160991,0.08961741301266812,1,1,0.5,0.6388888888888888,1,0,0.842921,0,0.12439533333333333,1.0,3,3,0
0,0.20091132119598742,0.5077782909414017,0.09408128586300396,0,1,0.5,0.6388888888888888,2,0,0.5,0,0.0,0.7627985,2,3,0
0,0.2538518561537725,0.21296712094964754,0.0056236994398861095,0,1,0.44459950000000004,0.0,2,0,0.5068025,0,0.6917643333333332,0.8416305,2,3,0
1,0.20091132119598742,0.7898527042835135,0.1698526355541291,1,1,1.0,1.0,2,0,0.5,0,0.6666666666666666,0.0,3,0,0
1,0.17535901754363925,0.7683544334140904,0.1697787173047801,1,1,0.9718745,1.0,2,0,0.5,0,0.6666666666666666,0.0644475,3,0,0
1,0.20091132119598742,0.5430580681040933,0.10930665773211612,1,1,0.6699900000000001,0.6388888888888888,2,0,0.5,0,0.009144333333333332,0.942069,2,3,0
0,0.3100393692012363,0.3106701899167077,0.04579114628271025,0,0,1.0,0.5413586653724094,1,0,0.0,1,0.2565753333333333,0.0,2,3,0
0,0.26219469876643586,0.16034010496238116,0.02426466222201845,0,1,1.0,0.0,1,0,0.47744450000000005,0,0.0,0.453934,2,3,0
1,0.20091132119598742,0.5371371542537893,0.10561869598565371,1,1,0.475371,0.6388888888888888,2,0,0.37586149999999996,0,0.06704533333333333,0.8716595,2,3,0
1,0.2994819313228597,0.6119436258685607,0.12926869387248474,1,1,0.6387179999999999,1.0,2,0,0.9458565000000001,0,0.5654313333333333,0.947451,3,3,0
1,0.17984712532000613,0.6398821889962094,0.13503489158538,1,1,0.5,1.0,2,0,0.6848135,0,0.6666666666666666,0.806233,3,0,0
0,0.35787821320772195,0.6341989906479926,0.13965088769140643,1,1,0.6856690000000001,1.0,1,0,0.6317330000000001,0,0.6666666666666666,0.422002,3,3,0
0,0.40348664018195024,0.5078382192192388,0.10060116824917731,1,1,0.9922124999999999,0.6388888888888888,1,0,0.5223469999999999,0,0.6694186666666666,0.6254355,3,3,0
0,0.33877862868605557,0.43518317277881824,0.08738449791279057,1,1,0.9885090000000001,0.8167124651599074,1,0,0.7414665,0,0.6666666666666666,0.5,3,3,0
0,0.4293122334589553,0.5442706169256635,0.10418649856266127,1,1,0.8317105,0.6388888888888888,1,0,0.02055499999999999,0,0.2648006666666667,0.695974,3,3,0
0,0.3936855329722161,0.27576196807660613,0.042350465708952456,0,0,1.0,0.0,1,0,0.7751535,0,0.3662873333333333,0.0,3,3,0
0,0.4538500856227544,0.29686870753082717,0.032303844080340594,0,0,0.876876,0.4666184258319661,1,0,0.6733235,0,0.5374159999999999,0.0,3,3,0
0,0.3781873843386484,0.28441760900554236,0.04051753738936342,0,0,1.0,0.0,1,0,0.7833144999999999,0,0.3968216666666667,0.0,3,3,0
0,0.3660603769912586,0.2113031124350382,0.02717723051073473,0,0,0.6591775,0.0,1,0,0.11018249999999996,0,0.011109333333333334,0.0,3,3,0
0,0.47436599450319183,0.2925818380562144,0.04525026269711924,0,0,0.7973265,0.0,1,0,0.458406,0,0.13903966666666667,0.0,3,3,0
0,0.4183496579013869,0.2964312311026167,0.047868152839590616,0,0,0.9430784999999999,0.020253897003706278,1,0,0.6534104999999999,0,0.4741233333333333,0.0,3,3,0
0,0.2468722973110845,0.36619373933276655,0.0485293244440369,0,1,1.0,0.6388888888888888,2,0,0.962297,1,0.4508526666666666,0.1100435,2,3,0
0,0.2511391514949842,0.21887205392586173,0.025285153032869156,0,1,1.0,0.0,2,0,0.6208035000000001,0,0.068675,0.1422265,3,3,0
0,0.25379283845317113,0.19287117178161184,0.0248307729680996,0,1,1.0,0.0,2,0,0.659368,0,0.39782866666666666,0.37284,3,3,0
0,0.2812276309572952,0.23272347654327286,0.021889014290730258,0,1,0.9839264999999999,0.0,1,0,0.06559250000000005,0,0.0,0.252088,2,3,0
0,0.2849556409777475,0.29861461802514766,0.04699863675708532,0,0,1.0,0.6155379009158599,1,0,0.07288050000000001,1,0.2932233333333333,0.0,2,3,0
0,0.31364060417801365,0.21811096479733072,0.023882938644162355,0,1,0.8099175000000001,0.0,1,0,0.09944149999999996,0,0.0,0.375606,2,3,0
0,0.3291276524610852,0.14667645761552572,0.02426466222201845,0,1,1.0,0.0,1,0,0.09253100000000003,0,0.0,0.038327,2,3,0
0,0.4017062645091719,0.47830955911964557,0.09793157011151088,1,1,1.0,1.0,1,0,0.38728799999999997,0,0.03432333333333333,0.3232115,3,3,0
0,0.3653887806723307,0.5742187749701158,0.09284500132279211,1,1,1.0,1.0,1,0,0.16334700000000002,0,0.2639763333333333,0.064197,3,3,0
0,0.2465904689552767,0.5635175821576741,0.08897042814740097,0,1,0.026766999999999985,0.9867471757901889,2,0,0.0,0,0.6178083333333333,0.4309045,2,3,0
1,0.4217381780168482,0.8371940461655489,0.18126625545834285,1,1,1.0,0.8805530673054216,2,0,0.6166370000000001,0,0.5192456666666666,0.0001775,2,0,0
1,0.25537421146230466,0.8012870196948296,0.18008249582362096,1,1,1.0,1.0,2,0,0.7742635,0,0.42865866666666663,0.133538,2,0,0
1,0.35584534223203057,0.6737216898815497,0.15840898408630522,1,1,0.7651165,0.8678262646829711,2,0,0.6939725000000001,0,0.6587803333333333,0.836254,3,0,0
1,0.20436533840215854,0.6747664395251762,0.10514686962874659,1,1,1.0,0.6388888888888888,2,0,0.5,0,0.284779,0.5,2,3,0
0,0.3924342070359771,0.5244023952134089,0.10280713339754699,1,1,0.94065,0.7192694681241383,1,0,0.12409000000000003,0,0.650809,0.2137305,3,3,0
1,0.20284117489173548,0.4972329116513361,0.10265789763666083,1,1,0.9122794999999999,0.6388888888888888,2,0,0.5,0,0.17776966666666666,0.549882,2,3,0
0,0.24484012952501732,0.1670181127226935,0.021590259681232016,0,1,0.8811625000000001,0.0,2,0,0.152455,0,0.08429666666666666,0.5007025,2,3,0
0,0.26176936949946394,0.23567993824990285,0.023733816118366613,0,1,0.535482,0.0,2,0,0.33848750000000005,0,0.0,0.8592565,2,3,0
0,0.25056559990079996,0.18830064179190353,0.020504019723980416,0,1,0.843005,0.0,2,0,0.15503699999999998,0,0.0,0.53235,2,3,0
0,0.2716822838594437,0.4405767177841562,0.08738711849631053,0,1,0.8970985,1.0,2,0,0.2715105,0,0.6666666666666666,0.5,2,3,0
0,0.2845849093623105,0.4521508658437581,0.0817316727900173,0,0,0.8603505,0.6388888888888888,2,0,0.5,0,0.620745,0.5,2,3,0
0,0.2892262120210892,0.4342882438297848,0.08190095925011959,0,0,0.940396,0.8972546429278423,2,0,0.48006550000000003,0,0.504343,0.5,2,3,0
0,0.42305264033577294,0.4996220523277741,0.09037312782935214,1,1,0.8372154999999999,0.6388888888888888,1,0,0.7266919999999999,0,0.4405413333333333,0.9953085,3,3,0
1,0.3135340207221192,0.6119276449944708,0.12591210652976775,1,1,0.5,1.0,2,0,0.8270390000000001,0,0.7043836666666665,1.0,3,3,0
0,0.4338186743933813,0.5065617469013088,0.10196893490574954,1,1,0.7799799999999999,0.6388888888888888,1,0,0.495394,0,0.16200199999999998,0.780636,3,3,0
0,0.2514996366330401,0.4808784846295957,0.08812695613568061,0,1,0.10645400000000005,0.8290159898075395,2,0,0.014851500000000017,0,0.6666666666666666,0.5,2,3,0
0,0.2153872330273099,0.5264978873284458,0.08897042814740097,0,1,0.07030749999999997,1.0,2,0,0.0,0,0.6666666666666666,0.5,2,3,0
0,0.26693223794806753,0.44408851486540923,0.08665674407520702,0,1,0.7812045000000001,1.0,2,0,0.33531,0,0.6666666666666666,0.5,2,3,0
0,0.6604070651721793,0.42038887859010377,0.08539789339912873,1,1,0.502073,1.0,1,0,0.5103819999999999,0,0.359573,0.633645,3,3,0
0,0.5716206857040605,0.36032676093251625,0.057126731033218026,1,1,0.845377,0.6735866647421753,1,0,0.6061479999999999,0,0.5389606666666666,0.0,3,3,0
0,0.44540628507119007,0.4103349111783019,0.0924051800553558,1,1,1.0,1.0,1,0,0.4975885,0,0.03942366666666666,0.0327575,3,3,0
1,0.18734593947232525,0.5650477508517806,0.09880944941426201,0,1,0.5256415000000001,0.3137250959215834,2,0,0.67876,0,0.097103,0.448971,2,3,0
0,0.14238650629339022,0.5873370749886537,0.08897042814740097,0,1,0.5950249999999999,1.0,2,0,0.17820250000000004,0,0.4506653333333333,0.49234,2,3,0
1,0.17689006226681347,0.6151797528717631,0.10590975060900687,0,1,0.6074900000000001,0.309769604564718,2,0,0.5606255,0,0.332797,0.42941,2,3,0
1,0.20091132119598742,0.6727108995953643,0.10130046772619522,0,1,0.95774,0.6388888888888888,2,0,0.38874299999999995,0,0.3591563333333333,0.5,2,3,0
1,0.20091132119598742,0.6333579971490124,0.09813283739642181,1,1,0.8544825,0.6388888888888888,2,0,0.43650199999999995,0,0.4057266666666666,0.5,2,3,0
1,0.20735299020400344,0.49827766129496265,0.10584706689826662,1,1,0.9267565,0.6388888888888888,2,0,0.5,0,0.22682133333333332,0.6294405,2,3,0
1,0.17103098586243548,0.7496028752788666,0.16106542268882656,1,1,0.7904359999999999,1.0,2,0,0.5,0,0.6666666666666666,0.2268245,3,0,0
1,0.28776779674052766,0.6858092235212898,0.15525461035032573,1,1,0.7544175,1.0,2,0,0.5384665,0,0.6755559999999999,0.721664,3,0,0
1,0.22732282211343013,0.6531962547223484,0.14781988549261632,1,1,0.5,1.0,2,0,0.7877675,0,0.6666666666666666,0.921915,3,0,0
0,0.23082772011169417,0.31860868912086016,0.02957508869617681,0,1,0.9482809999999999,0.2950099658549643,2,0,0.9197789999999999,1,0.6498889999999999,0.6266555,3,3,0
0,0.13125074517695112,0.6550740074279107,0.04660451393683379,0,1,0.9559385,0.729236241262202,2,0,0.5982025,0,0.776049,0.775055,2,3,0
0,0.14710681732922926,0.5212721415010515,0.05054027450212811,0,1,0.9553665,0.7540645703664284,2,0,0.6021315,0,0.8026353333333334,0.7015185,2,3,0
1,0.18877200803017435,0.8073577542397263,0.16889269316374306,1,1,0.983063,1.0,2,0,0.5,0,0.666696,0.1893095,3,0,0
1,0.1648952043409403,0.7421398070788885,0.16665801483174403,1,1,0.8066245000000001,1.0,2,0,0.5,0,0.6676656666666667,0.087424,3,0,0
1,0.3010231220677543,0.62339991498175,0.13354521926580437,1,1,0.5,1.0,2,0,0.7712075,0,0.6666666666666666,0.9037325,3,0,0
0,0.44881640315367977,0.5639390777117947,0.12808163424370067,1,1,1.0,0.6388888888888888,1,0,0.5017849999999999,0,0.41984999999999995,0.208558,3,3,0
1,0.33845867740705093,0.6191250311627048,0.12943916930103588,1,1,0.8135155000000001,1.0,2,0,0.9967239999999999,0,0.6666666666666666,0.7129515,3,3,0
0,0.451733032803482,0.5820573937112066,0.12841757849216445,1,1,1.0,0.6388888888888888,1,0,0.5048980000000001,0,0.6666666666666666,0.0356585,3,3,0
0,0.26706880741865047,0.5617177362133003,0.08614680602216984,0,1,0.9598755000000001,1.0,2,0,0.474654,0,0.6467273333333333,0.5,2,3,0
0,0.14621306331688888,0.5957470099784579,0.08839169168874356,0,1,0.7472255000000001,1.0,2,0,0.24563400000000002,0,0.6503423333333334,0.478102,2,3,0
0,0.25470668359763116,0.6129963659492321,0.08654130898879614,0,1,0.34713499999999997,0.8837143386010782,2,0,0.04770850000000004,0,0.6666666666666666,0.5,2,3,0
0,0.20189438029059936,0.5021550208710219,0.08968597685988677,0,1,0.30061800000000005,1.0,2,0,0.027509499999999965,0,0.2730896666666667,0.515424,2,3,0
0,0.2881052273044763,0.49931442050154384,0.08883268574818731,0,1,0.1024275,1.0,2,0,0.06732899999999997,0,0.6666666666666666,0.5,2,3,0
0,0.20563670524268673,0.5460025441551553,0.08897042814740097,0,1,0.026349500000000026,1.0,1,0,0.0,0,0.6666666666666666,0.5,2,3,0
0,0.25389856803595057,0.27144713207233595,0.02864681168999056,0,0,0.9551725,0.6388888888888888,1,0,0.0,1,0.48700166666666667,0.0,2,3,0
0,0.34406661465993393,0.1496728715073803,0.02426466222201845,0,1,0.9331915,0.0,1,0,0.0,0,0.04831666666666666,0.0,2,3,0
0,0.26868162304955123,0.1465645914968965,0.02426466222201845,0,1,0.9567429999999999,0.0,1,0,0.298106,0,0.036316,0.3865435,2,3,0
1,0.1506834908969905,0.78855425826371,0.1643002742211757,1,1,0.7164429999999999,0.6388888888888888,2,0,0.5,0,0.8993163333333333,0.5,3,0,0
1,0.16092579936807117,0.8056857552880712,0.16677494623899197,1,1,0.9418724999999999,1.0,2,0,0.5,0,0.692551,0.3573505,3,0,0
1,0.18438957960875668,0.8084444536778386,0.16345849264759016,1,1,0.8538330000000001,1.0,2,0,0.5132734999999999,0,0.6697989999999999,0.3069855,3,0,0
0,0.3672109961277482,0.5406329704609525,0.08897042814740097,1,1,0.959792,1.0,1,0,0.07356050000000003,0,0.33101933333333333,0.04461,3,3,0
0,0.3871738965965935,0.5077263531006095,0.09031108308805041,1,1,0.9846025,0.8321001345307786,1,0,0.882938,0,0.203679,0.650346,3,3,0
0,0.4107090505841339,0.5342805730102214,0.10103770569899295,1,1,0.7430945,0.6388888888888888,1,0,0.03218900000000002,0,0.7353516666666666,0.9790445,3,3,0
0,0.19204299502273592,0.5161942187589896,0.08897042814740097,0,1,0.32112050000000003,1.0,2,0,0.049615500000000035,0,0.139625,0.5,2,3,0
0,0.20091132119598742,0.626180587073391,0.09122747040974788,0,1,0.28355050000000004,0.6388888888888888,2,0,0.49706950000000005,0,0.03599366666666666,0.5,2,3,0
0,0.21502996247039308,0.49940231530903834,0.08897042814740097,0,1,0.018206999999999973,0.8276534203614885,2,0,0.3729795,0,0.038658,0.5,2,3,0
0,0.23390658565336198,0.247737507750724,0.017957265482923257,0,1,0.324987,0.0,2,0,0.274987,0,0.075934,0.986463,2,3,0
0,0.3010928885240395,0.17526823897159893,0.00082342131250418,0,1,0.05921799999999999,0.6388888888888888,2,0,0.498872,0,0.8108143333333333,0.813097,2,3,0
0,0.3142060188636894,0.1682446448090924,0.018348913307628112,0,1,0.836819,0.4363205373004302,1,0,0.12453700000000001,0,0.014470666666666666,0.201847,2,3,0
1,0.29463117861173405,0.6199180820394155,0.13240983527933242,1,1,0.5600925000000001,1.0,2,0,0.7910824999999999,0,0.6666666666666666,0.7553045,3,0,0
1,0.19528947083411152,0.7828211196839625,0.1698526355541291,1,1,1.0,1.0,2,0,0.5,0,0.666978,0.192331,3,0,0
1,0.224546629477144,0.8118403894219401,0.15912735558782953,1,1,0.6711100000000001,1.0,2,0,0.6558955,0,0.6711256666666667,0.5641775,3,0,0
1,0.1971691971552212,0.7573775705235977,0.1693108460878151,1,1,0.9304950000000001,1.0,2,0,0.5,0,0.6666666666666666,0.003936,3,0,0
1,0.1507212622253753,0.7432784443577929,0.15725967218371784,1,1,0.7797855,0.6829235708721582,2,0,0.5,0,0.6705486666666666,0.294497,3,0,0
1,0.16887244485533592,0.712567199575548,0.1637339450931345,1,1,0.7124885000000001,1.0,2,0,0.5,0,0.6666666666666666,0.019605,3,0,0
1,0.20091132119598742,0.5139029609363517,0.09434471921252768,1,1,0.39342049999999995,0.6388888888888888,2,0,0.273428,0,0.17069800000000002,0.8041325,2,3,0
1,0.20091132119598742,0.51559693358988,0.09960368033811312,1,1,0.15193900000000005,0.6388888888888888,2,0,0.37774850000000004,0,0.020977333333333334,0.836266,2,3,0
1,0.20091132119598742,0.5779962540831134,0.09666591724178969,1,1,0.4449415,0.6388888888888888,2,0,0.47976549999999996,0,0.17346899999999998,0.575583,2,3,0
0,0.2526205711218228,0.24767757947288693,0.042999035865484814,0,0,0.992002,0.6388888888888888,1,0,0.007624500000000034,1,0.442611,0.0,2,3,0
0,0.2646544058440081,0.2615270044810374,0.04653916111324913,0,0,1.0,0.616266930659906,1,0,0.12341100000000005,1,0.326567,0.0,2,3,0
0,0.2986669345484282,0.3065031769977691,0.0485293244440369,0,0,1.0,0.6388888888888888,1,0,0.7439595000000001,1,0.41014699999999993,0.0,2,3,0
0,0.28325638325090197,0.17049595044650578,0.02426466222201845,0,1,1.0,0.0,1,0,0.248405,0,0.0,0.2567135,2,3,0
0,0.2511391514949842,0.16302489180948232,0.02426466222201845,0,1,0.8746339999999999,0.0,1,0,0.16102399999999994,0,0.15464966666666666,0.4004965,2,3,0
0,0.272973641376431,0.15120104259222567,0.02426466222201845,0,1,1.0,0.0,1,0,0.38202749999999996,0,0.0,0.2804435,2,3,0
1,0.20091132119598742,0.5390089141315677,0.1074910624695743,1,1,0.1010375,0.6388888888888888,2,0,0.46398799999999996,0,0.007858,0.873628,2,3,0
1,0.22006731157107928,0.5444424113221298,0.11957606940102983,1,1,0.5,0.7591989964731116,2,0,0.536097,0,0.4959956666666666,1.0,2,3,0
1,0.20091132119598742,0.5767137889373997,0.09098178261652923,1,1,0.4356065,0.6388888888888888,2,0,0.14186900000000002,0,0.228293,0.7436115,2,3,0
1,0.6378221212782352,0.7317202771722804,0.3879415188737567,0,1,0.6705665000000001,0.0,2,0,0.5,0,0.6666666666666666,0.277036,3,0,5
1,0.35791528134648243,0.3757203378996019,0.25073484296085724,0,1,0.5,0.0,3,0,0.5579835,0,0.2568453333333333,0.0,2,3,5
1,0.5621311417256712,0.7264865409078416,0.3772167322889224,0,1,0.225109,1.0,2,0,0.5738730000000001,0,0.015612000000000001,0.5,3,0,5
1,0.39998716678935853,0.4938649424368915,0.2958436588536636,1,1,0.602457,1.0,2,0,0.4076465,0,0.32977199999999995,0.0,2,3,5
1,0.3515948120929778,0.3345376253699577,0.24159346308576224,0,1,0.10313799999999995,0.6388888888888888,3,0,0.7032704999999999,0,0.3166133333333333,0.2396105,2,3,5
1,0.2569143976505932,0.8101164526294928,0.404132163270723,1,1,0.5,0.6388888888888888,2,0,0.00783849999999997,0,0.0,0.187325,2,3,5
0,1.0,0.5430580681040933,0.3552312902305218,0,1,0.9082300000000001,0.9723052251049196,2,0,0.8610315,0,1.0,0.132895,2,0,5
1,0.35874886241812465,0.8097369068698583,0.3834899482071674,1,1,0.5,0.6388888888888888,2,0,0.17264900000000005,0,0.3659683333333333,0.5,2,3,5
1,0.3999353818963204,0.4920830749758691,0.2911759466642213,1,1,0.5,0.6388888888888888,2,0,0.4128145,0,0.2331973333333333,0.071028,2,3,5
0,0.24291760909249294,0.6025408790759221,0.3316170503675854,1,1,0.5,0.0,2,0,0.6039890000000001,0,0.8803573333333332,0.353522,1,3,5
1,0.48081333925603154,0.4960982695909535,0.2911759466642213,1,1,0.5,0.6388888888888888,2,0,0.5,0,0.115228,0.707768,2,3,5
0,0.9895258775351318,0.38548065675000176,0.28958383702896506,1,0,1.0,0.0,2,0,0.037023999999999946,0,0.22664499999999999,0.0,2,0,5
0,0.3940385843913877,0.32694471256799895,0.2355852415436437,1,1,0.379197,1.0,2,0,0.587124,0,0.3068253333333333,0.6790815,2,3,5
1,0.3515948120929778,0.3104364696331432,0.23639047244770217,0,1,0.5,0.0,3,0,1.0,0,0.3333333333333333,0.0,2,3,5
0,1.0,0.15947713776152694,0.19334032711535698,0,1,0.5,0.0,2,0,0.22829049999999995,0,0.0,0.4987,2,0,5
0,1.0,0.1997609261236155,0.1887606390322355,1,1,0.6963325,0.6388888888888888,2,0,0.975528,0,0.0,0.184567,2,0,5
0,0.39523938113034596,0.5618495784245416,0.3168617577997004,1,1,0.7887135000000001,0.0,2,0,0.5,0,0.7624743333333333,0.0,2,3,5
1,0.4294081686148262,0.3579595939579514,0.25073484296085724,0,1,0.5,0.0,3,0,0.9016554999999999,0,0.08178466666666666,0.0,2,3,5
0,0.8518116142439848,0.36654332095348297,0.24105885595946586,1,1,0.526076,0.6388888888888888,2,0,0.48603700000000005,0,0.07610233333333333,0.0,2,0,5
1,0.3524679224670654,0.6040590621144615,0.3244155978842578,1,1,1.0,0.0,2,0,0.5,0,0.8574099999999999,0.0,2,0,5
1,0.282459920545851,0.7355716678279434,0.3787958765063313,1,1,0.977498,1.0,2,0,0.7154590000000001,0,0.8486436666666666,0.2348675,2,3,5
1,0.2831818451507384,0.7173434833191639,0.37205815407094944,1,1,1.0,0.6388888888888888,2,0,0.6145855,0,0.5359843333333333,0.3140295,2,3,5
1,0.37237115227351547,0.518347641542602,0.2911759466642213,1,1,0.5,0.6388888888888888,2,0,0.9218885000000001,0,0.674105,0.004627,2,3,5
1,0.3530832133882281,0.3137884579734975,0.232311671698609,1,1,0.5,1.0,3,0,1.0,0,0.4093786666666666,0.1676,2,3,5
0,0.43535454098826387,0.5372350371075898,0.2988716622287907,1,1,0.5,0.6388888888888888,1,0,0.5,0,0.0,1.0,2,3,5
1,0.30136698179398114,0.7618022750372355,0.4096890620955119,1,1,0.7777004999999999,0.9073499603532689,2,0,1.0,0,0.6666666666666666,0.157959,2,3,5
0,0.3923391257532213,0.29964138918542327,0.22162862842101727,1,1,0.5543555,0.6388888888888888,2,0,0.8730985,0,0.6368106666666666,0.0,2,3,5
0,0.3515948120929778,0.6088972717451755,0.314867995210683,1,1,0.9576395,0.0,2,0,0.265023,0,0.453545,0.0,2,3,5
1,0.2073508304073005,0.6561087690252307,0.33383166182392676,1,1,0.28504450000000003,0.6388888888888888,2,0,0.5,0,0.9026273333333333,0.0,3,3,5
1,0.3515948120929778,0.5185014574557174,0.2911759466642213,1,1,0.5,0.6388888888888888,2,0,0.318163,0,0.3333333333333333,0.0,2,3,5
0,0.7574894246872924,0.44859911657728047,0.2636972034607157,1,1,0.5,0.6388888888888888,2,0,0.3509175,0,0.560757,0.0,2,0,5
1,0.6207616862110478,0.6099040668128386,0.34964402822507246,1,1,0.471565,1.0,2,0,0.6839980000000001,0,0.07851,0.4399885,2,3,5
1,0.4378485034460998,0.5155250196564749,0.2911759466642213,1,1,0.8572234999999999,0.6388888888888888,2,0,1.0,0,0.365606,0.94694,2,3,5
1,0.2921727272299195,0.7130406329704613,0.3727018874714788,1,1,0.5,0.6388888888888888,2,0,0.6460364999999999,0,0.355939,0.09834,2,3,5
0,0.503482364537896,0.2990361135792683,0.20874097881614018,0,1,0.9517724999999999,0.6388888888888888,2,0,0.2749655,0,0.0,0.136941,2,3,5
0,0.9338925281393567,0.5431559509578938,0.2729685772195549,1,1,0.5,0.6388888888888888,2,0,0.0,0,0.0,0.669616,2,0,5
1,0.45205047269097165,0.5244842971931192,0.2950644720203901,1,1,1.0,1.0,2,0,0.11495750000000005,0,0.26449633333333333,0.798804,2,3,5
0,0.14774461031836594,0.20233384685208744,0.12886492989311038,0,1,0.37687499999999996,0.0,2,0,0.5,1,0.03672466666666666,0.9723375,2,3,5
0,0.10914467341707779,0.30731620396709225,0.21029373925749317,1,1,0.7717814999999999,0.0,2,0,0.5,1,0.231427,0.5284555,2,3,5
